from_regime_id,from_name,to_regime_id,to_name,territorial_direction,strength,shared_territories,shared_territory_count,same_ethnicity,related_ethnicity,same_language,same_religion,same_state,temporal_gap_years
hyderabad_state,Nizam of Hyderabad,british_raj,British Raj,expansion,1,deccan,1,0,0,0,0,0,-90
shunga_dynasty,Shunga Dynasty,kushan_empire,Kushan Empire,expansion,1,ganges_plain,1,0,0,0,0,0,103
kamarupa_kingdom,Kamarupa Kingdom,delhi_sultanate,Delhi Sultanate,expansion,1,ganges_plain,1,0,0,0,0,0,66
sena_dynasty,Sena Dynasty,ghorid_dynasty,Ghorid Sultanate,expansion,1,ganges_plain,1,0,0,0,0,0,-82
gajapati_dynasty,Gajapati Dynasty (Odisha),ghorid_dynasty,Ghorid Sultanate,expansion,1,ganges_plain,1,0,0,0,0,0,-393
gajapati_dynasty,Gajapati Dynasty (Odisha),delhi_sultanate,Delhi Sultanate,expansion,1,ganges_plain,1,0,0,0,0,0,-335
kingdom_of_hungary,Kingdom of Hungary,ottoman_empire,Ottoman Empire,expansion,1,hungary,1,0,0,0,0,0,-227
habsburg_monarchy,Habsburg Monarchy,ottoman_empire,Ottoman Empire,expansion,1,hungary,1,0,0,0,0,0,-619
al_andalus,Al-Andalus,umayyad_caliphate,Umayyad Caliphate,expansion,1,iberia,1,0,0,0,0,0,-831
al_andalus,Al-Andalus,almoravid_dynasty,Almoravid Dynasty,expansion,1,iberia,1,0,0,0,0,0,-452
al_andalus,Al-Andalus,almohad_caliphate,Almohad Caliphate,expansion,1,iberia,1,0,0,0,0,0,-371
gupta_empire,Gupta Empire,hephthalite_empire,Hephthalite Empire,expansion,1,indus_valley,1,0,0,0,0,0,-110
elam,Kingdom of Elam,median_kingdom,Median Kingdom,expansion,1,iran_plateau,1,0,0,0,0,0,-139
jalayirid_sultanate,Jalayirid Sultanate,timurid_empire,Timurid Empire,expansion,1,iran_plateau,1,0,0,0,0,0,-62
lombard_kingdom,Kingdom of the Lombards,carolingian_empire,Frankish Kingdom / Carolingian Empire,expansion,1,italy,1,0,0,0,0,0,-288
greco_bactrian_kingdom,Greco-Bactrian Kingdom,parthian_empire,Parthian Empire (Arsacid),expansion,1,khorasan,1,0,0,0,0,0,-122
parthian_empire,Parthian Empire (Arsacid),kushan_empire,Kushan Empire,expansion,1,khorasan,1,0,0,0,0,0,-194
novgorod_republic,Novgorod Republic,golden_horde,Golden Horde,expansion,1,kievan_rus,1,0,0,0,0,0,-236
novgorod_republic,Novgorod Republic,polish_lithuanian_commonwealth,Polish-Lithuanian Commonwealth,expansion,1,kievan_rus,1,0,0,0,0,0,91
galicia_volhynia,Principality of Galicia-Volhynia,golden_horde,Golden Horde,expansion,1,kievan_rus,1,0,0,0,0,0,-107
grand_duchy_of_lithuania,Grand Duchy of Lithuania,golden_horde,Golden Horde,expansion,1,kievan_rus,1,0,0,0,0,0,-327
phoenician_states,"Phoenician City-States (Tyre, Sidon, Byblos)",neo_assyrian_empire,Neo-Assyrian Empire,expansion,1,levant,1,0,0,0,0,0,-579
phoenician_states,"Phoenician City-States (Tyre, Sidon, Byblos)",neo_babylonian,Neo-Babylonian (Chaldean) Empire,expansion,1,levant,1,0,0,0,0,0,-294
phoenician_states,"Phoenician City-States (Tyre, Sidon, Byblos)",achaemenid_empire,Achaemenid Empire,expansion,1,levant,1,0,0,0,0,0,-218
kingdom_of_judah,Kingdom of Judah,neo_assyrian_empire,Neo-Assyrian Empire,expansion,1,levant,1,0,0,0,0,0,-325
kingdom_of_jerusalem,Kingdom of Jerusalem,zangid_atabegate,Zangid Atabegate,expansion,1,levant,1,0,0,0,0,0,-164
kingdom_of_jerusalem,Kingdom of Jerusalem,ayyubid_sultanate,Ayyubid Sultanate,expansion,1,levant,1,0,0,0,0,0,-120
lakhmid_kingdom,Lakhmid Kingdom,umayyad_caliphate,Umayyad Caliphate,expansion,1,mesopotamia,1,0,0,0,0,0,59
lakhmid_kingdom,Lakhmid Kingdom,abbasid_caliphate,Abbasid Caliphate,expansion,1,mesopotamia,1,0,0,0,0,0,148
jalayirid_sultanate,Jalayirid Sultanate,ottoman_empire,Ottoman Empire,expansion,1,mesopotamia,1,0,0,0,0,0,-133
kara_koyunlu,Kara Koyunlu (Black Sheep Turkmen),ottoman_empire,Ottoman Empire,expansion,1,mesopotamia,1,0,0,0,0,0,-169
aq_qoyunlu,Aq Qoyunlu (White Sheep Turkmen),ottoman_empire,Ottoman Empire,expansion,1,mesopotamia,1,0,0,0,0,0,-209
safavid_empire,Safavid Empire,ottoman_empire,Ottoman Empire,expansion,1,mesopotamia,1,0,0,0,0,0,-437
carthage,Carthage (Phoenician City-State),roman_republic,Roman Republic,expansion,1,north_africa,1,0,0,0,0,0,-363
carthage,Carthage (Phoenician City-State),roman_empire_pagan,Roman Empire (Pagan),expansion,1,north_africa,1,0,0,0,0,0,119
vandal_kingdom,Vandal Kingdom of North Africa,byzantine_empire,Byzantine Empire,expansion,1,north_africa,1,0,0,0,0,0,-138
vandal_kingdom,Vandal Kingdom of North Africa,umayyad_caliphate,Umayyad Caliphate,expansion,1,north_africa,1,0,0,0,0,0,128
idrisid_dynasty,Idrisid Dynasty,fatimid_caliphate,Fatimid Caliphate,expansion,1,north_africa,1,0,0,0,0,0,-65
hafsid_dynasty,Hafsid Dynasty,ottoman_empire,Ottoman Empire,expansion,1,north_africa,1,0,0,0,0,0,-275
marinid_dynasty,Marinid Dynasty,ottoman_empire,Ottoman Empire,expansion,1,north_africa,1,0,0,0,0,0,-166
crimean_khanate,Crimean Khanate,russian_empire,Russian Empire,expansion,1,pontic_steppe,1,0,0,0,0,0,-62
crimean_khanate,Crimean Khanate,soviet_union,Soviet Union,expansion,1,pontic_steppe,1,0,0,0,0,0,139
goktürk_khaganate,Göktürk Khaganate,umayyad_caliphate,Umayyad Caliphate,expansion,1,transoxiana,1,0,0,0,0,0,-83
khanate_of_bukhara,Khanate of Bukhara,russian_empire,Russian Empire,expansion,1,transoxiana,1,0,0,0,0,0,-64
khanate_of_bukhara,Khanate of Bukhara,soviet_union,Soviet Union,expansion,1,transoxiana,1,0,0,0,0,0,137
khanate_of_khiva,Khanate of Khiva,russian_empire,Russian Empire,expansion,1,transoxiana,1,0,0,0,0,0,-199
khanate_of_kokand,Khanate of Kokand,russian_empire,Russian Empire,expansion,1,transoxiana,1,0,0,0,0,0,-155
new_kingdom_egypt,New Kingdom Egypt,neo_assyrian_empire,Neo-Assyrian Empire,expansion,1,,0,0,1,0,0,0,159
first_bulgarian_empire,First Bulgarian Empire,latin_empire,Latin Empire,expansion,1,,0,0,1,0,0,0,186
five_dynasties,Five Dynasties (North China),jin_jurchen,Jin Dynasty (Jurchen),expansion,1,,0,0,1,0,0,0,155
kingdom_of_poland,Kingdom of Poland,kingdom_of_prussia,Kingdom of Prussia,expansion,1,,0,0,1,0,0,0,132
kingdom_of_poland,Kingdom of Poland,russian_empire,Russian Empire,expansion,1,,0,0,1,0,0,0,152
grand_duchy_of_lithuania,Grand Duchy of Lithuania,russian_empire,Russian Empire,expansion,1,,0,0,1,0,0,0,152
safavid_empire,Safavid Empire,soviet_union,Soviet Union,expansion,1,,0,0,1,0,0,0,186
qajar_dynasty,Qajar Dynasty,durrani_empire,Durrani Empire,expansion,1,,0,0,1,0,0,0,-178
sikh_empire,Sikh Empire,durrani_empire,Durrani Empire,expansion,1,,0,0,1,0,0,0,-102
gujarat_sultanate,Gujarat Sultanate,durrani_empire,Durrani Empire,expansion,1,,0,0,0,0,1,0,174
byzantine_empire,Byzantine Empire,western_roman_empire,Western Roman Empire,same,1,balkans,1,0,0,0,0,0,-1058
croatian_kingdom,Croatian Kingdom,second_bulgarian_empire,Second Bulgarian Empire,same,1,balkans,1,0,0,0,0,0,83
croatian_kingdom,Croatian Kingdom,serbian_empire,Serbian Empire (Nemanjić Dynasty),same,1,balkans,1,0,0,0,0,0,88
principality_of_wallachia,Principality of Wallachia,bosnian_kingdom,Bosnian Kingdom,same,1,balkans,1,0,0,0,0,0,-482
principality_of_moldavia,Principality of Moldavia,bosnian_kingdom,Bosnian Kingdom,same,1,balkans,1,0,0,0,0,0,-482
bosnian_kingdom,Bosnian Kingdom,serbian_despotate,Serbian Despotate,same,1,balkans,1,0,0,0,0,0,-61
western_xia,Western Xia (Tangut Empire),moghulistan,Moghulistan Khanate,same,1,central_asian_steppe,1,0,0,0,0,0,120
kazakh_khanate,Kazakh Khanate,dzungar_khanate,Dzungar Khanate,same,1,central_asian_steppe,1,0,0,0,0,0,-97
kazakh_khanate,Kazakh Khanate,khoshut_khanate,Khoshut Khanate,same,1,central_asian_steppe,1,0,0,0,0,0,-89
yarkand_khanate,Yarkand Khanate,dzungar_khanate,Dzungar Khanate,same,1,central_asian_steppe,1,0,0,0,0,0,-71
yarkand_khanate,Yarkand Khanate,khoshut_khanate,Khoshut Khanate,same,1,central_asian_steppe,1,0,0,0,0,0,-63
pandya_dynasty,Pandya Dynasty,chola_empire,Chola Empire,same,1,deccan,1,0,0,0,0,0,-1645
chola_empire,Chola Empire,madurai_sultanate,Madurai Sultanate,same,1,deccan,1,0,0,0,0,0,56
chola_empire,Chola Empire,bahmani_sultanate,Bahmani Sultanate,same,1,deccan,1,0,0,0,0,0,68
western_chalukya,Western Chalukya Empire,madurai_sultanate,Madurai Sultanate,same,1,deccan,1,0,0,0,0,0,146
vijayanagara_empire,Vijayanagara Empire,bahmani_sultanate,Bahmani Sultanate,same,1,deccan,1,0,0,0,0,0,-299
vijayanagara_empire,Vijayanagara Empire,hyderabad_state,Nizam of Hyderabad,same,1,deccan,1,0,0,0,0,0,78
bahmani_sultanate,Bahmani Sultanate,mysore_kingdom,Mysore Kingdom,same,1,deccan,1,0,0,0,0,0,-128
bahmani_sultanate,Bahmani Sultanate,maratha_empire,Maratha Empire,same,1,deccan,1,0,0,0,0,0,147
mysore_kingdom,Mysore Kingdom,hyderabad_state,Nizam of Hyderabad,same,1,deccan,1,0,0,0,0,0,-75
maratha_empire,Maratha Empire,hyderabad_state,Nizam of Hyderabad,same,1,deccan,1,0,0,0,0,0,-94
sena_dynasty,Sena Dynasty,bengal_sultanate,Bengal Sultanate,same,1,ganges_plain,1,0,0,0,0,0,122
gajapati_dynasty,Gajapati Dynasty (Odisha),bengal_sultanate,Bengal Sultanate,same,1,ganges_plain,1,0,0,0,0,0,-189
gajapati_dynasty,Gajapati Dynasty (Odisha),malwa_sultanate,Malwa Sultanate,same,1,ganges_plain,1,0,0,0,0,0,-149
gajapati_dynasty,Gajapati Dynasty (Odisha),jaunpur_sultanate,Jaunpur Sultanate,same,1,ganges_plain,1,0,0,0,0,0,-147
indo_scythian_kingdom,Indo-Scythian Kingdom,kushano_sasanian_kingdom,Kushano-Sasanian Kingdom,same,1,indus_valley,1,0,0,0,0,0,-170
indo_scythian_kingdom,Indo-Scythian Kingdom,gupta_empire,Gupta Empire,same,1,indus_valley,1,0,0,0,0,0,-80
indo_parthian_kingdom,Indo-Parthian Kingdom,gupta_empire,Gupta Empire,same,1,indus_valley,1,0,0,0,0,0,94
ryukyu_kingdom,Ryukyu Kingdom,tokugawa_shogunate,Tokugawa Shogunate (Edo Period),same,1,japanese_archipelago,1,0,0,0,0,0,-276
ryukyu_kingdom,Ryukyu Kingdom,modern_japan,Modern Japan (Postwar),same,1,japanese_archipelago,1,0,0,0,0,0,68
sassanid_empire,Sassanid Empire,hephthalite_empire,Hephthalite Empire,same,1,khorasan,1,0,0,0,0,0,-211
golden_horde,Golden Horde,polish_lithuanian_commonwealth,Polish-Lithuanian Commonwealth,same,1,kievan_rus,1,0,0,0,0,0,67
phoenician_states,"Phoenician City-States (Tyre, Sidon, Byblos)",kingdom_of_israel,United Kingdom of Israel,same,1,levant,1,0,0,0,0,0,-715
phoenician_states,"Phoenician City-States (Tyre, Sidon, Byblos)",kingdom_of_judah,Kingdom of Judah,same,1,levant,1,0,0,0,0,0,-598
zangid_atabegate,Zangid Atabegate,ayyubid_sultanate,Ayyubid Sultanate,same,1,levant,1,0,0,0,0,0,-79
buyid_dynasty,Buyid Dynasty,zangid_atabegate,Zangid Atabegate,same,1,mesopotamia,1,0,0,0,0,0,65
western_roman_empire,Western Roman Empire,byzantine_empire,Byzantine Empire,same,1,north_africa,1,0,0,0,0,0,-81
aksumite_kingdom,Aksumite Kingdom,makuria_kingdom,Kingdom of Makuria,same,1,nubia,1,0,0,0,0,0,-600
makuria_kingdom,Kingdom of Makuria,zagwe_dynasty,Zagwe Dynasty,same,1,nubia,1,0,0,0,0,0,-464
solomonic_dynasty,Ethiopian Empire (Solomonic),funj_sultanate,Funj Sultanate,same,1,nubia,1,0,0,0,0,0,-470
solomonic_dynasty,Ethiopian Empire (Solomonic),darfur_sultanate,Darfur Sultanate,same,1,nubia,1,0,0,0,0,0,-371
solomonic_dynasty,Ethiopian Empire (Solomonic),mahdist_state,Mahdist State,same,1,nubia,1,0,0,0,0,0,-89
khazar_khaganate,Khazar Khaganate,kievan_rus_regime,Kievan Rus,same,1,pontic_steppe,1,0,0,0,0,0,-87
kazan_khanate,Kazan Khanate,crimean_khanate,Crimean Khanate,same,1,pontic_steppe,1,0,0,0,0,0,-111
kazan_khanate,Kazan Khanate,cossack_hetmanate,Cossack Hetmanate,same,1,pontic_steppe,1,0,0,0,0,0,97
crimean_khanate,Crimean Khanate,cossack_hetmanate,Cossack Hetmanate,same,1,pontic_steppe,1,0,0,0,0,0,-134
durrani_empire,Durrani Empire,republic_of_india,Republic of India,same,1,punjab,1,0,0,0,0,0,121
kalmar_union,Kalmar Union,kingdom_of_sweden,Kingdom of Sweden,same,1,scandinavia,1,0,0,0,0,0,-553
kalmar_union,Kalmar Union,kingdom_of_denmark,Kingdom of Denmark,same,1,scandinavia,1,0,0,0,0,0,-587
samanid_empire,Samanid Empire,kara_khanid_khanate,Kara-Khanid Khanate,same,1,transoxiana,1,0,0,0,0,0,-159
samanid_empire,Samanid Empire,qara_khitai,Qara Khitai (Western Liao),same,1,transoxiana,1,0,0,0,0,0,125
phoenician_states,"Phoenician City-States (Tyre, Sidon, Byblos)",hasmonean_dynasty,Hasmonean Dynasty,same,1,,0,0,1,0,0,0,192
afsharid_dynasty,Afsharid Dynasty,hotak_dynasty,Hotak Dynasty,same,1,,0,0,1,0,0,0,-87
serbian_despotate,Serbian Despotate,bosnian_kingdom,Bosnian Kingdom,same,1,,0,0,1,0,0,0,-82
serbian_despotate,Serbian Despotate,principality_of_wallachia,Principality of Wallachia,same,1,,0,0,1,0,0,0,-169
serbian_despotate,Serbian Despotate,principality_of_moldavia,Principality of Moldavia,same,1,,0,0,1,0,0,0,-113
bosnian_kingdom,Bosnian Kingdom,principality_of_wallachia,Principality of Wallachia,same,1,,0,0,1,0,0,0,-173
bosnian_kingdom,Bosnian Kingdom,principality_of_moldavia,Principality of Moldavia,same,1,,0,0,1,0,0,0,-117
croatian_kingdom,Croatian Kingdom,principality_of_wallachia,Principality of Wallachia,same,1,,0,0,1,0,0,0,188
kingdom_of_romania,Kingdom of Romania,kingdom_of_greece,Kingdom of Greece,same,1,,0,0,1,0,0,0,-115
tibetan_empire,Tibetan Empire,western_xia,Western Xia (Tangut Empire),same,1,,0,0,0,0,1,0,196
balhae,Balhae (Bohai),jin_jurchen,Jin Dynasty (Jurchen),same,1,,0,0,0,0,1,0,189
galicia_volhynia,Principality of Galicia-Volhynia,tsardom_russia,Tsardom of Russia,same,1,,0,0,0,0,1,0,198
